id,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
144,26,34,19,28,30,32,21,22,20,1006.43,1008.43,1006.52,83,78,66,36,33,20,34,36,38,22,24,26,23,24,23,18,18,16,1009,1011,1009,1001,1001,1001,57,0,0
145,28,33,22,26,28,30,21,21,22,1005.24,1006.43,1008.43,94,83,78,46,36,33,34,34,36,19,22,24,25,23,24,17,18,18,1008,1009,1011,1001,1001,1001,0,57,0
146,28,34,22,28,26,28,22,21,21,1006.38,1005.24,1006.43,89,94,83,38,46,36,33,34,34,22,19,22,23,25,23,18,17,18,1009,1008,1009,1002,1001,1001,0,0,57
147,30,36,23,28,28,26,21,22,21,1007.69,1006.38,1005.24,83,89,94,34,38,46,34,33,34,22,22,19,23,23,25,19,18,17,1010,1009,1008,1004,1002,1001,0,0,0
148,30,36,25,30,28,28,20,21,22,1008.02,1007.69,1006.38,83,83,89,25,34,38,36,34,33,23,22,22,23,23,23,16,19,18,1011,1010,1009,1003,1004,1002,0,0,0
149,30,36,24,30,30,28,18,20,21,1006.98,1008.02,1007.69,74,83,83,22,25,34,36,36,34,25,23,22,22,23,23,14,16,19,1010,1011,1010,1002,1003,1004,0,0,0
150,30,35,24,30,30,30,18,18,20,1006.79,1006.98,1008.02,66,74,83,17,22,25,36,36,36,24,25,23,21,22,23,7,14,16,1009,1010,1011,1002,1002,1003,0,0,0
151,30,35,25,30,30,30,20,18,18,1007.09,1006.79,1006.98,78,66,74,4,17,22,35,36,36,24,24,25,22,21,22,-22,7,14,1009,1009,1010,1002,1002,1002,0,0,0
152,31,36,26,30,30,30,22,20,18,1008.35,1007.09,1006.79,74,78,66,34,4,17,35,35,36,25,24,24,23,22,21,21,-22,7,1011,1009,1009,1004,1002,1002,0,0,0
153,31,36,26,31,30,30,23,22,20,1010,1008.35,1007.09,79,74,78,42,34,4,36,35,35,26,25,24,24,23,22,21,21,-22,1013,1011,1009,1005,1004,1002,0,0,0
154,30,36,25,31,31,30,23,23,22,1008.69,1010,1008.35,84,79,74,35,42,34,36,36,35,26,26,25,26,24,23,21,21,21,1012,1013,1011,1003,1005,1004,2,0,0
155,27,31,23,30,31,31,22,23,23,1006.96,1008.69,1010,83,84,79,32,35,42,36,36,36,25,26,26,24,26,24,20,21,21,1009,1012,1013,1002,1003,1005,0,2,0
156,26,31,22,27,30,31,23,22,23,1006.93,1006.96,1008.69,100,83,84,47,32,35,31,36,36,23,25,26,24,24,26,21,20,21,1009,1009,1012,1000,1002,1003,13,0,2
157,28,34,22,26,27,30,24,23,22,1008.74,1006.93,1006.96,100,100,83,58,47,32,31,31,36,22,23,25,25,24,24,21,21,20,1011,1009,1009,1006,1000,1002,0.9,13,0
158,28,35,22,28,26,27,23,24,23,1009.2,1008.74,1006.93,100,100,100,40,58,47,34,31,31,22,22,23,26,25,24,20,21,21,1012,1011,1009,1003,1006,1000,0,0.9,13
159,30,35,24,28,28,26,20,23,24,1008.78,1009.2,1008.74,94,100,100,21,40,58,35,34,31,22,22,22,25,26,25,14,20,21,1012,1012,1011,1004,1003,1006,0,0,0.9
160,28,34,22,30,28,28,17,20,23,1007.68,1008.78,1009.2,74,94,100,21,21,40,35,35,34,24,22,22,22,25,26,9,14,20,1011,1012,1012,1003,1004,1003,0,0,0
161,28,35,21,28,30,28,16,17,20,1008.31,1007.68,1008.78,69,74,94,27,21,21,34,35,35,22,24,22,20,22,25,10,9,14,1011,1011,1012,1004,1003,1004,0,0,0
162,28,34,22,28,28,30,14,16,17,1008.88,1008.31,1007.68,73,69,74,13,27,21,35,34,35,21,22,24,20,20,22,6,10,9,1011,1011,1011,1005,1004,1003,0,0,0
163,28,34,22,28,28,28,11,14,16,1008.9,1008.88,1008.31,57,73,69,11,13,27,34,35,34,22,21,22,17,20,20,5,6,10,1011,1011,1011,1005,1005,1004,0,0,0
164,28,34,23,28,28,28,13,11,14,1010.86,1008.9,1008.88,57,57,73,18,11,13,34,34,35,22,22,21,17,17,20,8,5,6,1014,1011,1011,1007,1005,1005,0,0,0
165,28,35,20,28,28,28,12,13,11,1011.36,1010.86,1008.9,48,57,57,15,18,11,34,34,34,23,22,22,15,17,17,9,8,5,1014,1014,1011,1000,1007,1005,0,0,0
166,27,35,19,28,28,28,9,12,13,1012.19,1011.36,1010.86,61,48,57,6,15,18,35,34,34,20,23,22,15,15,17,1,9,8,1015,1014,1014,1008,1000,1007,0,0,0
167,26,34,19,27,28,28,10,9,12,1013.15,1012.19,1011.36,62,61,48,12,6,15,35,35,34,19,20,23,16,15,15,6,1,9,1016,1015,1014,1001,1008,1000,0,0,0
168,26,35,18,26,27,28,10,10,9,1012.3,1013.15,1012.19,57,62,61,11,12,6,34,35,35,19,19,20,16,16,15,6,6,1,1015,1016,1015,1008,1001,1008,0,0,0
169,28,35,20,26,26,27,7,10,10,1011.33,1012.3,1013.15,57,57,62,8,11,12,35,34,35,18,19,19,14,16,16,4,6,6,1014,1015,1016,1007,1008,1001,0,0,0
170,28,34,22,28,26,26,8,7,10,1010.4,1011.33,1012.3,49,57,57,10,8,11,35,35,34,20,18,19,11,14,16,5,4,6,1013,1014,1015,1006,1007,1008,0,0,0
171,28,34,21,28,28,26,8,8,7,1009.43,1010.4,1011.33,38,49,57,10,10,8,34,35,35,22,20,18,9,11,14,6,5,4,1012,1013,1014,1006,1006,1007,0,0,0
172,28,34,21,28,28,28,9,8,8,1010.65,1009.43,1010.4,47,38,49,12,10,10,34,34,35,21,22,20,12,9,11,5,6,5,1013,1012,1013,1007,1006,1006,0,0,0
173,28,34,21,28,28,28,10,9,8,1011.64,1010.65,1009.43,47,47,38,15,12,10,34,34,34,21,21,22,15,12,9,8,5,6,1015,1013,1012,1008,1007,1006,0,0,0
174,27,33,21,28,28,28,10,10,9,1011.44,1011.64,1010.65,53,47,47,14,15,12,34,34,34,21,21,21,13,15,12,7,8,5,1014,1015,1013,1007,1008,1007,0,0,0
175,27,33,21,27,28,28,11,10,10,1010.78,1011.44,1011.64,47,53,47,14,14,15,33,34,34,21,21,21,13,13,15,9,7,8,1014,1014,1015,1007,1007,1008,0,0,0
176,28,34,21,27,27,28,11,11,10,1010.9,1010.78,1011.44,50,47,53,18,14,14,33,33,34,21,21,21,13,13,13,9,9,7,1014,1014,1014,1002,1007,1007,0,0,0
177,26,34,17,28,27,27,10,11,11,1013.2,1010.9,1010.78,53,50,47,13,18,14,34,33,33,21,21,21,16,13,13,5,9,9,1016,1014,1014,1009,1002,1007,0,0,0
178,24,33,16,26,28,27,4,10,11,1015.66,1013.2,1010.9,43,53,50,6,13,18,34,34,33,17,21,21,11,16,13,-3,5,9,1019,1016,1014,1002,1009,1002,0,0,0
179,24,34,15,24,26,28,5,4,10,1014.43,1015.66,1013.2,50,43,53,5,6,13,33,34,34,16,17,21,15,11,16,-4,-3,5,1017,1019,1016,1010,1002,1009,0,0,0
180,24,34,15,24,24,26,5,5,4,1013.59,1014.43,1015.66,77,50,43,6,5,6,34,33,34,15,16,17,13,15,11,-1,-4,-3,1016,1017,1019,1010,1010,1002,0,0,0
181,24,32,15,24,24,24,5,5,5,1015.54,1013.59,1014.43,50,77,50,6,6,5,34,34,33,15,15,16,11,13,15,-1,-1,-4,1018,1016,1017,1012,1010,1010,0,0,0
182,24,31,17,24,24,24,7,5,5,1017.94,1015.54,1013.59,49,50,77,16,6,6,32,34,34,15,15,15,11,11,13,3,-1,-1,1021,1018,1016,1002,1012,1010,0,0,0
183,22,30,14,24,24,24,8,7,5,1017.56,1017.94,1015.54,63,49,50,13,16,6,31,32,34,17,15,15,13,11,11,3,3,-1,1020,1021,1018,1014,1002,1012,0,0,0
184,22,30,14,22,24,24,9,8,7,1017.16,1017.56,1017.94,59,63,49,17,13,16,30,31,32,14,17,15,12,13,11,5,3,3,1020,1020,1021,1014,1014,1002,0,0,0
185,23,31,15,22,22,24,10,9,8,1017.35,1017.16,1017.56,72,59,63,14,17,13,30,30,31,14,14,17,14,12,13,7,5,3,1020,1020,1020,1014,1014,1014,0,0,0
186,22,31,14,23,22,22,9,10,9,1014.39,1017.35,1017.16,64,72,59,14,14,17,31,30,30,15,14,14,14,14,12,6,7,5,1017,1020,1020,1010,1014,1014,0,0,0
187,23,33,13,22,23,22,6,9,10,1012.07,1014.39,1017.35,68,64,72,8,14,14,31,31,30,14,15,14,13,14,14,0,6,7,1015,1017,1020,1008,1010,1014,0,0,0
188,24,31,17,23,22,23,3,6,9,1012.68,1012.07,1014.39,59,68,64,7,8,14,33,31,31,13,14,15,9,13,14,-3,0,6,1015,1015,1017,1009,1008,1010,0,0,0
189,22,31,13,24,23,22,2,3,6,1014.56,1012.68,1012.07,37,59,68,9,7,8,31,33,31,17,13,14,5,9,13,-1,-3,0,1017,1015,1015,1011,1009,1008,0,0,0
190,22,32,12,22,24,23,4,2,3,1015.83,1014.56,1012.68,67,37,59,8,9,7,31,31,33,13,17,13,10,5,9,-5,-1,-3,1018,1017,1015,1012,1011,1009,0,0,0
191,24,32,16,22,22,24,2,4,2,1016.26,1015.83,1014.56,45,67,37,6,8,9,32,31,31,12,13,17,6,10,5,-3,-5,-1,1019,1018,1017,1013,1012,1011,0,0,0
192,24,32,15,24,22,22,3,2,4,1015.07,1016.26,1015.83,49,45,67,7,6,8,32,32,31,16,12,13,7,6,10,-3,-3,-5,1018,1019,1018,1011,1013,1012,0,0,0
193,22,31,14,24,24,22,4,3,2,1014.72,1015.07,1016.26,49,49,45,13,7,6,32,32,32,15,16,12,10,7,6,-1,-3,-3,1017,1018,1019,1011,1011,1013,0,0,0
194,22,30,14,22,24,24,5,4,3,1015.83,1014.72,1015.07,48,49,49,10,13,7,31,32,32,14,15,16,10,10,7,2,-1,-3,1018,1017,1018,1013,1011,1011,0,0,0
195,22,30,13,22,22,24,6,5,4,1017.25,1015.83,1014.72,52,48,49,10,10,13,30,31,32,14,14,15,11,10,10,3,2,-1,1020,1018,1017,1014,1013,1011,0,0,0
196,20,28,12,22,22,22,6,6,5,1016.8,1017.25,1015.83,55,52,48,10,10,10,30,30,31,13,14,14,10,11,10,1,3,2,1019,1020,1018,1014,1014,1013,0,0,0
197,20,29,12,20,22,22,6,6,6,1016.76,1016.8,1017.25,63,55,52,12,10,10,28,30,30,12,13,14,11,10,11,1,1,3,1019,1019,1020,1014,1014,1014,0,0,0
198,20,29,12,20,20,22,6,6,6,1018.41,1016.76,1016.8,59,63,55,14,12,10,29,28,30,12,12,13,10,11,10,4,1,1,1021,1019,1019,1016,1014,1014,0,0,0
199,20,30,11,20,20,20,5,6,6,1018.46,1018.41,1016.76,63,59,63,12,14,12,29,29,28,12,12,12,11,10,11,2,4,1,1022,1021,1019,1015,1016,1014,0,0,0
200,20,30,11,20,20,20,4,5,6,1016.47,1018.46,1018.41,72,63,59,8,12,14,30,29,29,11,12,12,11,11,10,-1,2,4,1020,1022,1021,1013,1015,1016,0,0,0
201,21,31,11,20,20,20,3,4,5,1014,1016.47,1018.46,55,72,63,10,8,12,30,30,29,11,11,12,9,11,11,-2,-1,2,1017,1020,1022,1010,1013,1015,0,0,0
202,22,31,12,21,20,20,4,3,4,1014.34,1014,1016.47,63,55,72,9,10,8,31,30,30,11,11,11,9,9,11,-1,-2,-1,1017,1017,1020,1011,1010,1013,0,0,0
203,21,30,12,22,21,20,5,4,3,1015.13,1014.34,1014,63,63,55,7,9,10,31,31,30,12,11,11,11,9,9,-1,-1,-2,1018,1017,1017,1012,1011,1010,0,0,0
204,22,30,13,21,22,21,6,5,4,1014.61,1015.13,1014.34,67,63,63,13,7,9,30,31,31,12,12,11,10,11,9,2,-1,-1,1018,1018,1017,1011,1012,1011,0,0,0
205,22,31,12,22,21,22,5,6,5,1014.49,1014.61,1015.13,52,67,63,14,13,7,30,30,31,13,12,12,10,10,11,2,2,-1,1017,1018,1018,1011,1011,1012,0,0,0
206,20,29,12,22,22,21,6,5,6,1016.5,1014.49,1014.61,67,52,67,13,14,13,31,30,30,12,13,12,12,10,10,0,2,2,1019,1017,1018,1013,1011,1011,0,0,0
207,23,30,16,20,22,22,4,6,5,1015.93,1016.5,1014.49,69,67,52,7,13,14,29,31,30,12,12,13,11,12,10,-2,0,2,1019,1019,1017,1012,1013,1011,0,0,0
208,24,30,17,23,20,22,3,4,6,1015.43,1015.93,1016.5,35,69,67,9,7,13,30,29,31,16,12,12,7,11,12,0,-2,0,1018,1019,1019,1012,1012,1013,0,0,0
209,22,30,14,24,23,20,4,3,4,1015.84,1015.43,1015.93,46,35,69,13,9,7,30,30,29,17,16,12,7,7,11,2,0,-2,1019,1018,1019,1012,1012,1012,0,0,0
210,22,31,12,22,24,23,4,4,3,1015.18,1015.84,1015.43,55,46,35,8,13,9,30,30,30,14,17,16,10,7,7,0,2,0,1018,1019,1018,1011,1012,1012,0,0,0
211,20,29,12,22,22,24,6,4,4,1015.84,1015.18,1015.84,67,55,46,9,8,13,31,30,30,12,14,17,11,10,7,1,0,2,1018,1018,1019,1012,1011,1012,0,0,0
212,20,28,12,20,22,22,7,6,4,1016.88,1015.84,1015.18,63,67,55,16,9,8,29,31,30,12,12,14,10,11,10,1,1,0,1020,1018,1018,1014,1012,1011,0,0,0
213,22,28,16,20,20,22,10,7,6,1017.07,1016.88,1015.84,68,63,67,26,16,9,28,29,31,12,12,12,13,10,11,7,1,1,1020,1020,1018,1014,1014,1012,0,0,0
214,19,27,11,22,20,20,10,10,7,1018.3,1017.07,1016.88,74,68,63,18,26,16,28,28,29,16,12,12,15,13,10,6,7,1,1021,1020,1020,1016,1014,1014,0,0,0
215,18,27,10,19,22,20,5,10,10,1020.31,1018.3,1017.07,82,74,68,8,18,26,27,28,28,11,16,12,12,15,13,-2,6,7,1023,1021,1020,1018,1016,1014,0,0,0
216,19,27,11,18,19,22,5,5,10,1020.79,1020.31,1018.3,62,82,74,21,8,18,27,27,28,10,11,16,9,12,15,1,-2,6,1024,1023,1021,1018,1018,1016,0,0,0
217,20,29,11,19,18,19,6,5,5,1018.63,1020.79,1020.31,67,62,82,14,21,8,27,27,27,11,10,11,10,9,12,3,1,-2,1021,1024,1023,1015,1018,1018,0,0,0
218,20,29,11,20,19,18,6,6,5,1018.6,1018.63,1020.79,77,67,62,10,14,21,29,27,27,11,11,10,11,10,9,2,3,1,1021,1021,1024,1016,1015,1018,0,0,0
219,20,29,11,20,20,19,7,6,6,1017.9,1018.6,1018.63,77,77,67,10,10,14,29,29,27,11,11,11,13,11,10,1,2,3,1020,1021,1021,1014,1016,1015,0,0,0
220,20,29,11,20,20,20,10,7,6,1016.54,1017.9,1018.6,94,77,77,20,10,10,29,29,29,11,11,11,14,13,11,4,1,2,1019,1020,1021,1013,1014,1016,0,0,0
221,20,29,12,20,20,20,10,10,7,1014.73,1016.54,1017.9,94,94,77,21,20,10,29,29,29,11,11,11,15,14,13,4,4,1,1017,1019,1020,1011,1013,1014,0,0,0
222,22,29,14,20,20,20,10,10,10,1014.11,1014.73,1016.54,77,94,94,16,21,20,29,29,29,12,11,11,12,15,14,7,4,4,1017,1017,1019,1003,1011,1013,0,0,0
223,20,27,13,22,20,20,9,10,10,1014.23,1014.11,1014.73,84,77,94,18,16,21,29,29,29,14,12,11,13,12,15,5,7,4,1017,1017,1017,1011,1003,1011,0,0,0
224,20,26,15,20,22,20,11,9,10,1015.02,1014.23,1014.11,88,84,77,24,18,16,27,29,29,13,14,12,15,13,12,8,5,7,1018,1017,1017,1012,1011,1003,0,0,0
225,20,26,14,20,20,22,11,11,9,1015.6,1015.02,1014.23,68,88,84,28,24,18,26,27,29,15,13,14,13,15,13,9,8,5,1018,1018,1017,1013,1012,1011,0,0,0
226,18,26,11,20,20,20,11,11,11,1017.59,1015.6,1015.02,77,68,88,24,28,24,26,26,27,14,15,13,14,13,15,8,9,8,1020,1018,1018,1015,1013,1012,0,0,0
227,18,26,10,18,20,20,5,11,11,1017.85,1017.59,1015.6,72,77,68,13,24,28,26,26,26,11,14,15,9,14,13,2,8,9,1021,1020,1018,1015,1015,1013,0,0,0
228,18,26,10,18,18,20,6,5,11,1018.7,1017.85,1017.59,63,72,77,20,13,24,26,26,26,10,11,14,8,9,14,4,2,8,1022,1021,1020,1016,1015,1015,0,0,0
229,18,26,11,18,18,18,8,6,5,1018.17,1018.7,1017.85,76,63,72,25,20,13,26,26,26,10,10,11,10,8,9,6,4,2,1021,1022,1021,1015,1016,1015,0,0,0
230,17,25,9,18,18,18,7,8,6,1018.27,1018.17,1018.7,72,76,63,21,25,20,26,26,26,11,10,10,10,10,8,5,6,4,1020,1021,1022,1016,1015,1016,0,0,0
231,18,27,8,17,18,18,5,7,8,1018.69,1018.27,1018.17,77,72,76,10,21,25,25,26,26,9,11,10,9,10,10,-3,5,6,1021,1020,1021,1016,1016,1015,0,0,0
232,19,27,11,18,17,18,3,5,7,1017.83,1018.69,1018.27,71,77,72,12,10,21,27,25,26,8,9,11,8,9,10,-2,-3,5,1020,1021,1020,1014,1016,1016,0,0,0
233,19,27,11,19,18,17,2,3,5,1017.8,1017.83,1018.69,51,71,77,10,12,10,27,27,25,11,8,9,8,8,9,-3,-2,-3,1021,1020,1021,1014,1014,1016,0,0,0
234,19,28,10,19,19,18,2,2,3,1016.96,1017.8,1017.83,54,51,71,13,10,12,27,27,27,11,11,8,7,8,8,-3,-3,-2,1019,1021,1020,1012,1014,1014,0,0,0
235,19,28,10,19,19,19,5,2,2,1014.98,1016.96,1017.8,67,54,51,10,13,10,28,27,27,10,11,11,10,7,8,1,-3,-3,1018,1019,1021,1011,1012,1014,0,0,0
236,18,24,13,19,19,19,7,5,2,1011.96,1014.98,1016.96,76,67,54,14,10,13,28,28,27,10,10,11,10,10,7,2,1,-3,1015,1018,1019,1008,1011,1012,0,0,0
237,18,25,12,18,19,19,3,7,5,1014.75,1011.96,1014.98,72,76,67,6,14,10,24,28,28,13,10,10,10,10,10,-9,2,1,1019,1015,1018,1010,1008,1011,0,0,0
238,17,25,9,18,18,19,7,3,7,1017.92,1014.75,1011.96,88,72,76,23,6,14,25,24,28,12,13,10,11,10,10,2,-9,2,1020,1019,1015,1015,1010,1008,0,0,0
239,18,27,10,17,18,18,6,7,3,1018.28,1017.92,1014.75,82,88,72,13,23,6,25,25,24,9,12,13,10,11,10,1,2,-9,1021,1020,1019,1015,1015,1010,0,0,0
240,19,28,10,18,17,18,8,6,7,1016.87,1018.28,1017.92,82,82,88,16,13,23,27,25,25,10,9,12,11,10,11,4,1,2,1019,1021,1020,1013,1015,1015,0,0,0
241,17,24,10,19,18,17,8,8,6,1016.75,1016.87,1018.28,94,82,82,11,16,13,28,27,25,10,10,9,13,11,10,0,4,1,1020,1019,1021,1013,1013,1015,0,0,0
242,16,23,10,17,19,18,13,8,8,1017.06,1016.75,1016.87,100,94,82,43,11,16,24,28,27,10,10,10,16,13,11,10,0,4,1019,1020,1019,1014,1013,1013,0,0,0
243,18,24,12,16,17,19,13,13,8,1015.7,1017.06,1016.75,100,100,94,45,43,11,23,24,28,10,10,10,17,16,13,11,10,0,1018,1019,1020,1012,1014,1013,0,0,0
244,16,23,9,18,16,17,11,13,13,1015.67,1015.7,1017.06,100,100,100,31,45,43,24,23,24,12,10,10,15,17,16,7,11,10,1018,1018,1019,1013,1012,1014,0,0,0
245,16,23,10,16,18,16,13,11,13,1018.75,1015.67,1015.7,100,100,100,47,31,45,23,24,23,9,12,10,15,15,17,11,7,11,1021,1018,1018,1017,1013,1012,0,0,0
246,17,24,10,16,16,18,12,13,11,1019.15,1018.75,1015.67,100,100,100,38,47,31,23,23,24,10,9,12,14,15,15,10,11,7,1022,1021,1018,1016,1017,1013,0,0,0
247,18,25,10,17,16,16,13,12,13,1016.93,1019.15,1018.75,100,100,100,41,38,47,24,23,23,10,10,9,16,14,15,10,10,11,1019,1022,1021,1014,1016,1017,0,0,0
248,18,24,11,18,17,16,11,13,12,1015.19,1016.93,1019.15,100,100,100,26,41,38,25,24,23,10,10,10,14,16,14,7,10,10,1018,1019,1022,1011,1014,1016,0,0,0
249,18,22,14,18,18,17,13,11,13,1012.71,1015.19,1016.93,100,100,100,43,26,41,24,25,24,11,10,10,15,14,16,11,7,10,1015,1018,1019,1010,1011,1014,0,0,0
250,16,20,12,18,18,18,10,13,11,1011.52,1012.71,1015.19,94,100,100,26,43,26,22,24,25,14,11,10,14,15,14,3,11,7,1013,1015,1018,1009,1010,1011,0,0,0
251,15,21,9,16,18,18,9,10,13,1014.24,1011.52,1012.71,100,94,100,27,26,43,20,22,24,12,14,11,15,14,15,1,3,11,1017,1013,1015,1012,1009,1010,0,0,0
252,13,19,7,15,16,18,5,9,10,1015.62,1014.24,1011.52,100,100,94,15,27,26,21,20,22,9,12,14,10,15,14,-1,1,3,1018,1017,1013,1014,1012,1009,0,0,0
253,10,18,3,13,15,16,3,5,9,1017,1015.62,1014.24,94,100,100,17,15,27,19,21,20,7,9,12,9,10,15,-5,-1,1,1019,1018,1017,1015,1014,1012,0,0,0
254,12,19,4,10,13,15,-3,3,5,1017.54,1017,1015.62,70,94,100,13,17,15,18,19,21,3,7,9,2,9,10,-7,-5,-1,1020,1019,1018,1015,1015,1014,0,0,0
255,12,20,4,12,10,13,-5,-3,3,1017.24,1017.54,1017,75,70,94,4,13,17,19,18,19,4,3,7,2,2,9,-93,-7,-5,1020,1020,1019,1015,1015,1015,0,0,0
256,12,20,5,12,12,10,-1,-5,-3,1017.75,1017.24,1017.54,70,75,70,10,4,13,20,19,18,4,4,3,1,2,2,-8,-93,-7,1020,1020,1020,1016,1015,1015,0,0,0
257,14,22,7,12,12,12,2,-1,-5,1018.81,1017.75,1017.24,71,70,75,24,10,4,20,20,19,5,4,4,4,1,2,0,-8,-93,1021,1020,1020,1017,1016,1015,0,0,0
258,15,21,9,14,12,12,3,2,-1,1018.33,1018.81,1017.75,77,71,70,19,24,10,22,20,20,7,5,4,10,4,1,0,0,-8,1021,1021,1020,1015,1017,1016,0,0,0
259,12,20,5,15,14,12,3,3,2,1017.35,1018.33,1018.81,74,77,71,15,19,24,21,22,20,9,7,5,7,10,4,-2,0,0,1019,1021,1021,1015,1015,1017,0,0,0
260,14,21,8,12,15,14,3,3,3,1018.52,1017.35,1018.33,100,74,77,4,15,19,20,21,22,5,9,7,7,7,10,-3,-2,0,1021,1019,1021,1016,1015,1015,0,0,0
261,14,23,6,14,12,15,5,3,3,1021.26,1018.52,1017.35,93,100,74,16,4,15,21,20,21,8,5,9,8,7,7,-2,-3,-2,1024,1021,1019,1019,1016,1015,0,0,0
262,14,22,7,14,14,12,1,5,3,1022.69,1021.26,1018.52,87,93,100,9,16,4,23,21,20,6,8,5,7,8,7,-4,-2,-3,1026,1024,1021,1011,1019,1016,0,0,0
263,16,22,9,14,14,14,2,1,5,1022.24,1022.69,1021.26,76,87,93,9,9,16,22,23,21,7,6,8,6,7,8,-4,-4,-2,1025,1026,1024,1019,1011,1019,0,0,0
264,18,24,12,16,14,14,5,2,1,1020.79,1022.24,1022.69,63,76,87,25,9,9,22,22,23,9,7,6,8,6,7,2,-4,-4,1023,1025,1026,1018,1019,1011,0,0,0
265,18,26,11,18,16,14,6,5,2,1021.53,1020.79,1022.24,67,63,76,19,25,9,24,22,22,12,9,7,11,8,6,-1,2,-4,1025,1023,1025,1019,1018,1019,0,0,0
266,21,28,14,18,18,16,9,6,5,1019.98,1021.53,1020.79,77,67,63,24,19,25,26,24,22,11,12,9,12,11,8,7,-1,2,1023,1025,1023,1017,1019,1018,0,0,0
267,22,27,17,21,18,18,12,9,6,1018.49,1019.98,1021.53,82,77,67,29,24,19,28,26,24,14,11,12,15,12,11,11,7,-1,1022,1023,1025,1015,1017,1019,0,0,0
268,16,18,14,22,21,18,14,12,9,1017.9,1018.49,1019.98,77,82,77,32,29,24,27,28,26,17,14,11,17,15,12,12,11,7,1021,1022,1023,1014,1015,1017,0.2,0,0
269,14,19,10,16,22,21,15,14,12,1017.47,1017.9,1018.49,100,77,82,66,32,29,18,27,28,14,17,14,16,17,15,14,12,11,1020,1021,1022,1015,1014,1015,19,0.2,0
270,15,21,9,14,16,22,12,15,14,1019.25,1017.47,1017.9,100,100,77,52,66,32,19,18,27,10,14,17,15,16,17,8,14,12,1021,1020,1021,1017,1015,1014,0,19,0.2
271,18,25,10,15,14,16,11,12,15,1020.22,1019.25,1017.47,100,100,100,34,52,66,21,19,18,9,10,14,13,15,16,8,8,14,1023,1021,1020,1017,1017,1015,0,0,19
272,18,25,10,18,15,14,10,11,12,1018.13,1020.22,1019.25,100,100,100,22,34,52,25,21,19,10,9,10,15,13,15,3,8,8,1020,1023,1021,1015,1017,1017,0,0,0
273,18,26,11,18,18,15,12,10,11,1016.37,1018.13,1020.22,100,100,100,28,22,34,25,25,21,10,10,9,15,15,13,9,3,8,1019,1020,1023,1012,1015,1017,0,0,0
274,18,24,12,18,18,18,11,12,10,1015.55,1016.37,1018.13,100,100,100,23,28,22,26,25,25,11,10,10,14,15,15,6,9,3,1018,1019,1020,1013,1012,1015,0,0,0
275,20,25,14,18,18,18,13,11,12,1017.23,1015.55,1016.37,94,100,100,37,23,28,24,26,25,12,11,10,15,14,15,10,6,9,1020,1018,1019,1014,1013,1012,0,0,0
276,19,25,13,20,18,18,11,13,11,1019.45,1017.23,1015.55,77,94,100,39,37,23,25,24,26,14,12,11,14,15,14,8,10,6,1022,1020,1018,1017,1014,1013,0,0,0
277,20,26,15,19,20,18,13,11,13,1018.25,1019.45,1017.23,88,77,94,41,39,37,25,25,24,13,14,12,15,14,15,11,8,10,1021,1022,1020,1015,1017,1014,0,0,0
278,21,26,16,20,19,20,14,13,11,1014.35,1018.25,1019.45,94,88,77,39,41,39,26,25,25,15,13,14,17,15,14,12,11,8,1017,1021,1022,1010,1015,1017,0,0,0
279,18,23,12,21,20,19,13,14,13,1013.88,1014.35,1018.25,94,94,88,30,39,41,26,26,25,16,15,13,16,17,15,4,12,11,1016,1017,1021,1011,1010,1015,0,0,0
280,16,24,8,18,21,20,3,13,14,1016.72,1013.88,1014.35,72,94,94,12,30,39,23,26,26,12,16,15,8,16,17,-5,4,12,1020,1016,1017,1014,1011,1010,0,0,0
281,17,25,9,16,18,21,2,3,13,1017.09,1016.72,1013.88,71,72,94,10,12,30,24,23,26,8,12,16,5,8,16,-4,-5,4,1020,1020,1016,1014,1014,1011,0,0,0
282,17,23,11,17,16,18,5,2,3,1015.66,1017.09,1016.72,67,71,72,17,10,12,25,24,23,9,8,12,10,5,8,3,-4,-5,1018,1020,1020,1012,1014,1014,0,0,0
283,17,24,10,17,17,16,2,5,2,1016.67,1015.66,1017.09,76,67,71,10,17,10,23,25,24,11,9,8,8,10,5,-3,3,-4,1019,1018,1020,1014,1012,1014,0,0,0
284,16,24,8,17,17,17,2,2,5,1016.79,1016.67,1015.66,67,76,67,11,10,17,24,23,25,10,11,9,8,8,10,-3,-3,3,1020,1019,1018,1012,1014,1012,0,0,0
285,18,24,11,16,17,17,2,2,2,1016.82,1016.79,1016.67,62,67,76,13,11,10,24,24,23,8,10,11,5,8,8,-1,-3,-3,1019,1020,1019,1014,1012,1014,0,0,0
